strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCF_900508095.1	Klebsiella pneumoniae	strong	125	286391	679745	5798774	no	-	ST405	1	2	9	13	ybt 0; ICE?	312	-	0	-	0	-	0	-	0	-	wzi143	KL151	none	Very high	99.23%		O4	none	Very high	99.68%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-76	35Q	-	-	-	-	fosA7*?-0%	ST405	2	1	62	3	10	4	110	6	62	60	4	1	145	148	2	39	69	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508105.1	Klebsiella pneumoniae	strong	264	289951	798457	5745255	no	-	ST395	0	2	10	14	-	0	-	0	-	0	-	0	-	0	-	wzi105	KL108	none	Perfect	100.00%		O1v2	none	Very high	98.97%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;rmtC	-	-	-	-	mphA	CatB4.v1?;catA1^	-	sul1	tet(A).v1	-	dfrA1.v1	OXA-1	-	CTX-M-15	-	NDM-1	SHV-11.v1	35Q	OmpK35-72%	-	GyrA-83I;ParC-80I	-	TEM-10.v2?-46%;dfrA12?-0%	ST395	3	1	2	4	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508125.1	Klebsiella pneumoniae	strong	178	265070	507778	5762163	no	-	ST395	0	2	10	14	-	0	-	0	-	0	-	0	-	0	-	-	KL108	?-	None	100.00%	"KL108_03_wzi,KL108_04_wza,KL108_05_wzb,KL108_06_wzc"	O1v2	none	Very high	98.97%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;rmtC	-	-	-	-	mphA	CatB4.v1?;catA1^	-	sul1	tet(A).v1	-	dfrA1.v1	OXA-1	-	CTX-M-15	-	NDM-1	SHV-11.v1	35Q	OmpK35-72%	-	GyrA-83I;ParC-80I	-	dfrA12?-0%	ST395	3	1	2	4	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508145.1	Klebsiella pneumoniae	strong	228	250822	592690	5778289	no	-	ST101	1	2	9	14	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Very high	99.99%		O1v1	?-	Good	98.00%	O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1;tet(D)	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	-	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25*-18%	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508185.1	Klebsiella pneumoniae	strong	116	289475	722709	5694604	no	-	ST101	1	2	8	10	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	?-	Good	100.00%	KL17_12_wcaJ	O1v1	none	Very high	98.03%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	tet(D)	-	dfrA14.v1^	OXA-1;SCO-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	-	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508215.1	Klebsiella pneumoniae	strong	42	451074	969937	5399938	no	-	ST985	1	1	7	11	ybt 16; ICEKp12	277	-	0	-	0	-	0	-	0	-	wzi39	KL39	none	Very high	99.55%		O1v2	none	Very high	99.35%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-187	-	-	-	-	-	CatB4.v1?-60%	ST985	10	3	2	2	6	4	4	6	15	5	4	11	33	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508235.1	Klebsiella pneumoniae	strong	311	467138	990818	5543750	no	-	ST147	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi230	KL81	?-	Good	97.66%	"KL81_17_rmlB,KL81_19_rmlD,KL81_20_rmlC"	OL101	?-*	Good	91.80%	"OL101_01_rfbB,OL101_03_rfbD,OL101_04_rfbC"	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	GyrA-83I;ParC-80I	-	-	ST147	3	4	6	1	7	4	38	-	-	-	21*-0%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtQ_106*-0%;ybtA_1*-78%;ybtS_25*-0%;ybtT_11*-60%;ybtU_52*-0%
GCF_900508275.1	Klebsiella pneumoniae	strong	77	351381	914555	5437263	no	-	ST392	0	1	8	14	-	0	-	0	-	0	-	0	-	0	-	wzi187	KL27	none	Very high	99.27%		O4	none	Very high	99.71%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB2.v1^	-	-	CatB4.v1?	-	sul1;sul1;sul2	tet(A).v1*	-	dfrA14.v1^;dfrA25	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	OmpK36-4%	-	GyrA-83I;ParC-80I	-	-	ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508335.1	Klebsiella pneumoniae	strong	73	265318	593632	5486704	no	-	ST152	1	1	8	17	ybt 10; ICEKp4	325-2LV	-	0	-	0	-	0	-	0	-	wzi110	KL149	none	Very high	99.95%		O4	none	Very high	99.71%		aac(6')-Ib-cr.v2;aadA1.v1^;aadA16*;strA.v1^;strB.v1	-	-	qnrB6^	-	-	CatB4.v1?;catA1^	arr-3	sul1;sul1;sul2	-	-	dfrA1.v2;dfrA27	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST152	2	3	2	1	1	4	56	88	12	4	121	21	272*	280	3*	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508355.1	Klebsiella pneumoniae	strong	77	298789	593776	5492850	no	-	ST152	1	1	8	17	ybt 10; ICEKp4	325-2LV	-	0	-	0	-	0	-	0	-	wzi110	KL149	?-	Good	99.95%	KL149_06_wzc	O4	none	Very high	99.71%		aac(6')-Ib-cr.v2;aadA1.v1^;aadA16*;strA.v1^;strB.v1	-	-	qnrB6^	-	-	CatB4.v1?;catA1^	arr-3	sul1;sul1;sul2	-	-	dfrA1.v2;dfrA27	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST152	2	3	2	1	1	4	56	88	12	4	121	21	272*	280	3*	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508365.1	Klebsiella pneumoniae	strong	105	200669	1000370	5620755	no	-	ST11	1	1	7	15	ybt 10; ICEKp4	26	-	0	-	0	-	0	-	0	-	wzi75	KL105	none	Perfect	100.00%		O2v2	none	Very high	98.45%		aac(3)-IIa.v1^;aadA*;aadA2^	-	-	qnrB4	-	-	CatB4.v1;catA1^	-	sul1;sul1	-	-	dfrA12;dfrA14.v1^	DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1	35Q	OmpK36-0%	-	GyrA-83I;ParC-80I	aac(6')-Ib-cr.v2*?-0%	-	ST11	3	3	1	1	1	1	4	16	12	4	3	3	35	33	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508375.1	Klebsiella pneumoniae	strong	96	224954	1000549	5620039	no	-	ST11	1	1	7	16	ybt 10; ICEKp4	26	-	0	-	0	-	0	-	0	-	wzi75	KL105	none	Perfect	100.00%		O2v2	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aadA2^	-	-	qnrB4	-	-	CatB4.v1?;catA1^	-	sul1;sul1	-	-	dfrA12;dfrA14.v1^	DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1	35Q	OmpK36-7%	-	GyrA-83I;ParC-80I	aac(6')-Ib-cr.v2?-0%	-	ST11	3	3	1	1	1	1	4	16	12	4	3	3	35	33	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508395.1	Klebsiella pneumoniae	strong	65	393289	679757	5632922	no	-	ST405	1	1	6	7	ybt 0; ICE?	312	-	0	-	0	-	0	-	0	-	wzi143	KL151	none	Very high	99.23%		O4	none	Very high	99.69%		strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	-	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-76	35Q	OmpK36-18%	-	-	-	fosA7*?-0%	ST405	2	1	62	3	10	4	110	6	62	60	4	1	145	148	2	39	69	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508415.1	Klebsiella pneumoniae	strong	147	124231	302453	5596916	no	-	ST340	0	1	9	17	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	?	Good	99.98%		O4	?-	Good	99.66%	O4_06_glycosyltransferase	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	-	-	mphA	CatB4.v1	-	sul1;sul2	tet(D)*	-	dfrA12;dfrA14.v1^	OXA-1;TEM-1D.v1^;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1	35Q	-	-	GyrA-83I;ParC-80I	-	-	ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508425.1	Klebsiella pneumoniae	strong	72	270383	470973	5549678	no	-	ST11	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.75%		O2v1	none	Very high	99.99%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	ereB	CatB4.v1?;catA1^	-	sul2	tet(D)	-	-	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1	35Q	OmpK35-59%	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508445.1	Klebsiella pneumoniae	strong	370	270384	867397	5623066	no	-	ST11	0	1	8	10	-	0	-	0	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.99%	KL24_13_wcuG	O2v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strB.v1	-	-	-	-	-	CatB4.v1	-	sul1	tet(D)	-	dfrA22*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	qnrB4*?-82%	arr-3?-0%;catA1?-0%;strA.v1*?-0%	ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	iucC_12*-0%
GCF_900508485.1	Klebsiella pneumoniae	strong	81	226225	495714	5606062	no	-	ST86	3	1	4	5	-	0	-	0	iuc 1	1	-	0	-	0	rmpA2_5-54%	wzi2	KL2	none	Very high	99.94%		O1/O2v1	?-*	Good	98.45%	"O1/O2v1_01_wzm,O1/O2v1_02_wzt"	rmtB	-	-	qepA2*;qnrE2	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	OmpK35-28%;OmpK36TD	-	GyrA-83Y	-	-	ST86	9	4	2	1	1	1	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	-	-	-	-
GCF_900508575.1	Klebsiella pneumoniae	strong	75	292878	622217	5703286	no	-	ST35	4	2	9	14	ybt 16; ICEKp12	287-1LV	-	0	iuc 5	62-2LV	iro unknown	0	-	0	-	wzi2	KL2	-	High	99.73%	KL2_14_wcaJ	O1v1	none	Very high	99.99%		aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1?;catA1^	-	sul2*	tet(A).v2	-	dfrA5	CMY-2.v2;OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-33	-	-	-	GyrA-83Y	OXA-9.v1*-42%	-	ST35	2	1	2	1	10	1	19	6	15	5	4	11	239	23*	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	12*	33	35	61*	23	49*	18*	19	-	-	-	-
GCF_900508585.1	Klebsiella pneumoniae	strong	125	289475	724085	5701695	no	-	ST101	1	2	8	10	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Very high	100.00%		O1v1	none	Very high	98.03%		aac(3)-IIa.v1;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	tet(D)	-	dfrA14.v1^	OXA-1;SCO-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	-	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25*-43%	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508625.1	Klebsiella pneumoniae	strong	96	375224	902372	5624855	no	-	ST831	1	2	8	12	ybt 10; ICEKp4	91-2LV	-	0	-	0	-	0	-	0	-	wzi18	KL18	none	Very high	99.53%		O1v1	none	Very high	97.71%		aac(6')-Ib-cr.v2;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2*	-	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-11.v1^	35Q	-	-	-	-	qnrS10?-0%	ST831	2	1	1	1	10	1	18	3	12	4	3	3	85	85*	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508675.1	Klebsiella pneumoniae	strong	70	283470	629788	5382514	no	-	ST219	0	1	6	10	-	0	-	0	-	0	-	0	-	0	-	wzi177	KL114	none	Very high	99.78%		O1v1	none	Very high	98.55%		aadA2^;aph3-Ia.v1^;strA.v1*;strB.v1*	-	-	qnrS1	-	mphA	-	-	sul1;sul2	-	-	dfrA12	-	-	CTX-M-15	-	-	SHV-1^	-	-	-	-	-	-	ST219	2	1	2	3	27	1	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508705.1	Klebsiella pneumoniae	strong	126	247982	584981	5795716	no	-	ST15	1	2	10	14	ybt 10; ICEKp4	28-2LV	-	0	-	0	-	0	-	0	-	wzi24	KL24	-	High	99.99%	KL24_13_wcuG	O1v1	none	Very high	98.52%		aac(6')-Ib-cr.v2;aadA2^;armA	-	-	qnrB9.2^	-	mphE.v2;msrE	CatB4.v1?	-	sul1	tet(A).v1	-	dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-11.v1^	35Q	OmpK36-11%	-	GyrA-83F;GyrA-87A;ParC-80I	-	qnrB1.v2?-0%	ST15	1	1	1	1	1	1	1	16*	12	4	3	3	35	50	3	10	23	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508775.1	Klebsiella pneumoniae	strong	99	289475	672272	5547809	no	-	ST101	1	3	9	9	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Very high	100.00%		O1v1	-	High	98.00%	O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	tet(D)	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508805.1	Klebsiella pneumoniae	strong	102	290387	630639	5519671	no	-	ST15	0	2	9	14	-	0	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib4;strA.v1;strB.v1	-	-	-	-	-	CatB4.v1;cmlA5	-	sul1;sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	IMP-1	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	dfrB3*?-0%	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508835.1	Klebsiella pneumoniae	strong	80	249092	1243821	5424082	no	-	ST551	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi18	KL10	none	Very high	96.63%		O1v1	none	Very high	98.06%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	-	-	fosA7*?-0%	ST551	3	1	1	1	9	4	135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508845.1	Klebsiella pneumoniae	strong	64	348754	1076032	5345186	no	-	ST1193	0	1	8	15	-	0	-	0	-	0	-	0	-	0	-	wzi22	KL22	none	Perfect	100.00%		O2v1	none	Very high	98.69%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;strA.v1*;strB.v1*	-	-	qnrS1	-	mphA	CatB4.v1?;catII.2*	-	sul1;sul2	-	-	dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	-	-	-	ST1193	2	83	2	1	9	4	135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508855.1	Klebsiella pneumoniae	strong	99	225351	617236	5598823	no	-	ST281	1	2	5	6	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Very high	99.89%		O1v1	none	Very high	98.65%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	-	-	-	OXA-1	-	CTX-M-15	-	OXA-48	SHV-108	35Q	-	-	-	-	-	ST281	7	1	5	46	1	1	84	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508875.1	Klebsiella pneumoniae	strong	110	251257	724070	5679953	no	-	ST101	1	3	9	10	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	?-	Good	100.00%	KL17_08_wctR	O1v1	none	Very high	98.03%		aac(3)-IIa.v1;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	tet(D)	-	dfrA14.v1^	OXA-1;SCO-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-87%	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508885.1	Klebsiella pneumoniae	strong	104	251257	690821	5632830	no	-	ST101	1	2	8	9	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	?-	Good	100.00%	KL17_08_wctR	O1v1	-	Good	98.02%	O1/O2v1_01_wzm	aac(3)-IIa.v1;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	tet(D)	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	-	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508895.1	Klebsiella pneumoniae	strong	112	223003	370978	5764372	no	-	ST15	1	2	11	17	ybt 16; ICEKp12	277-4LV	-	0	-	0	-	0	-	0	-	wzi19	KL19	*	High	94.91%		O1v2	none	Perfect	100.00%		aac(6')-Ib-cr.v2;aadA*;aadA16*;armA;strA.v1*;strB.v1*	-	-	-	-	mphE.v2;msrE	catII.2*	arr-3	sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	OmpK35-49%	-	GyrA-83F;GyrA-87A;ParC-80I	OXA-9.v1*-42%;aac(6')-Ib-cr.v2*?-0%	-	ST15	1	1	1	1	1	1	1	6*	15	5	4	11	245*	23*	2	11	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508935.1	Klebsiella pneumoniae	strong	106	284530	585016	5756610	no	-	ST15	1	2	11	17	ybt 16; ICEKp12	277-4LV	-	0	-	0	-	0	-	0	-	wzi19	KL19	*	High	94.91%		O1v2	none	Perfect	100.00%		aac(6')-Ib-cr.v2;aadA*;aadA16*;armA;strA.v1*;strB.v1*	-	-	-	-	mphE.v2;msrE	catII.2*	arr-3	sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	OmpK35-49%	-	GyrA-83F;GyrA-87A;ParC-80I	OXA-9.v1*-42%	-	ST15	1	1	1	1	1	1	1	6*	15	5	4	11	245*	23*	2	11	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508945.1	Klebsiella pneumoniae	strong	104	207282	370978	5756997	no	-	ST15	1	2	11	18	ybt 16; ICEKp12	277-4LV	-	0	-	0	-	0	-	0	-	wzi19	KL19	*	High	94.91%		O1v2	none	Perfect	100.00%		aac(6')-Ib'.v1;aac(6')-Ib-cr.v2;aadA*;aadA16*;armA;strA.v1*;strB.v1*	-	-	-	-	mphE.v2;msrE	catII.2*	arr-3	sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	OmpK35-49%	-	GyrA-83F;GyrA-87A;ParC-80I	OXA-9.v1*-42%	-	ST15	1	1	1	1	1	1	1	6*	15	5	4	11	245*	23*	2	11	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900508975.1	Klebsiella pneumoniae	strong	96	223003	370978	5757894	no	-	ST15	1	2	11	18	ybt 16; ICEKp12	277-4LV	-	0	-	0	-	0	-	0	-	wzi19	KL19	*	High	94.91%		O1v2	none	Perfect	100.00%		aac(6')-Ib'.v1;aac(6')-Ib-cr.v2;aadA*;aadA16*;armA;strA.v1*;strB.v1*	-	-	-	-	mphE.v2;msrE	catII.2*	arr-3	sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-28.v1^	-	OmpK35-49%	-	GyrA-83F;GyrA-87A;ParC-80I	OXA-9.v1*-42%	-	ST15	1	1	1	1	1	1	1	6*	15	5	4	11	245*	23*	2	11	4	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
